User_Id,Age,Gender,City,Account_age_Months,Subscription_Type,Payment_Method,Monthly_Subscription_Fee,Plan_Duration,Auto_Renewal,Daily_Listening_Minutes,Songs_Playes_Per_Day,Weekly_Apps_Opens,Playlists_Created,Podcasts_Listened,Skip_Rate,Offline_Downloads,Last_Login_Days_Ago,Device_Type,App_Rating,Customer_Support_Tickets,Ads_Clicked,Recommendation_Usage,Lifetime_Revenue,Avg_Monthly_Spend,Churn
950,53,Male,Mumbai,19,Cancelled,Credit/Debit Card,4,Monthly,No,14,71,39,17,8,40,23,5,Desktop,2,2,5,Yes,265,3,No
951,27,Female,Pune,18,Cancelled,UPI,9,Monthly,No,259,77,36,5,5,15,6,9,Mobile,2,1,15,No,471,8,Yes
952,42,Male,Chennai,55,Active,UPI,7,Monthly,Yes,191,29,10,11,9,60,41,28,Mobile,1,5,4,No,344,10,Yes
953,19,Male,Ahmedabad,30,Active,Credit/Debit Card,14,Monthly,Yes,244,33,31,6,6,7,33,24,Mobile,3,0,5,No,182,6,Yes
954,39,Female,Ahmedabad,6,Active,Credit/Debit Card,9,Yearly,No,203,8,22,17,5,53,15,7,Tablet,4,0,2,Yes,489,11,Yes
955,48,Female,Hyderabad,48,Active,Credit/Debit Card,9,Monthly,No,202,18,9,15,7,19,9,30,Mobile,5,0,1,No,159,2,No
956,38,Male,Pune,54,Active,UPI,6,Yearly,Yes,188,23,7,10,4,51,13,16,Mobile,1,4,6,Yes,243,9,Yes
957,48,Female,Bangalore,22,Active,Net Banking,3,Monthly,Yes,114,18,40,5,1,16,32,19,Desktop,4,4,11,Yes,361,15,Yes
958,59,Female,Chennai,15,Active,UPI,14,Quarterly,Yes,43,23,7,14,9,12,50,2,Desktop,5,0,8,No,333,13,No
959,19,Female,Kolkata,8,Cancelled,Credit/Debit Card,14,Quarterly,Yes,29,78,8,2,0,33,35,14,Mobile,2,0,15,No,188,15,No
960,27,Male,Kolkata,33,Cancelled,Credit/Debit Card,2,Monthly,No,266,61,6,15,9,22,25,27,Mobile,5,3,9,Yes,356,4,No
961,53,Male,Mumbai,9,Active,Credit/Debit Card,8,Yearly,No,242,45,4,13,9,48,32,12,Mobile,1,1,5,Yes,324,1,Yes
962,51,Male,Chennai,53,Active,UPI,13,Yearly,Yes,86,50,27,5,0,28,37,30,Mobile,3,5,0,No,379,4,Yes
963,29,Male,Mumbai,54,Active,UPI,1,Quarterly,Yes,133,10,23,2,8,26,49,7,Mobile,3,1,14,No,75,2,Yes
964,41,Male,Mumbai,21,Cancelled,UPI,14,Monthly,Yes,53,18,25,15,10,51,33,30,Mobile,1,3,9,Yes,204,4,No
965,18,Female,Mumbai,17,Cancelled,Credit/Debit Card,13,Monthly,No,23,77,8,20,8,53,5,0,Mobile,1,3,10,No,9,15,No
966,20,Female,Hyderabad,55,Active,UPI,1,Quarterly,Yes,202,63,25,5,9,28,47,12,Mobile,3,1,6,Yes,410,11,Yes
967,21,Female,Pune,47,Active,UPI,9,Monthly,No,165,16,18,7,8,23,31,28,Mobile,2,5,5,Yes,208,9,No
968,18,Male,Chennai,10,Active,Net Banking,12,Quarterly,Yes,70,22,16,8,8,42,9,15,Tablet,3,5,11,No,118,1,Yes
969,25,Male,Kolkata,20,Cancelled,UPI,0,Monthly,No,141,76,13,9,7,59,14,29,Mobile,4,2,2,Yes,330,7,Yes
970,43,Male,Kolkata,19,Active,Credit/Debit Card,7,Yearly,No,181,12,4,16,1,56,20,17,Mobile,1,5,14,Yes,409,3,Yes
971,32,Male,Bangalore,14,Active,Credit/Debit Card,13,Monthly,Yes,222,44,9,3,7,37,37,4,Mobile,5,4,5,No,193,4,No
972,35,Female,Bangalore,19,Active,Credit/Debit Card,0,Quarterly,Yes,169,48,9,16,0,5,35,3,Desktop,3,1,3,No,92,1,No
973,36,Male,Bangalore,37,Active,Credit/Debit Card,2,Quarterly,Yes,69,45,16,6,4,58,23,17,Mobile,3,4,15,Yes,275,11,Yes
974,43,Female,Kolkata,44,Active,UPI,14,Yearly,Yes,292,70,25,16,0,55,26,27,Mobile,1,4,13,No,497,3,No
975,18,Male,Kolkata,47,Active,UPI,7,Monthly,Yes,178,70,12,15,0,14,42,1,Mobile,3,5,14,Yes,395,9,No
976,56,Female,Hyderabad,27,Active,UPI,13,Monthly,Yes,245,10,17,14,9,60,34,9,Mobile,1,1,1,No,462,7,No
977,37,Male,Mumbai,35,Active,UPI,12,Yearly,Yes,112,70,8,4,4,36,18,29,Mobile,1,4,15,Yes,212,15,No
978,19,Female,Pune,31,Active,Net Banking,6,Quarterly,No,278,80,29,1,9,6,8,22,Desktop,3,5,10,Yes,448,7,No
979,25,Male,Chennai,4,Active,Net Banking,13,Monthly,No,70,71,28,2,7,20,48,10,Mobile,3,0,0,No,295,7,No
980,54,Female,Chennai,15,Active,Credit/Debit Card,4,Quarterly,Yes,230,21,25,14,9,9,38,20,Desktop,2,0,10,No,281,1,No
981,30,Male,Kolkata,60,Active,UPI,6,Monthly,Yes,118,69,21,4,3,46,22,14,Desktop,1,1,12,Yes,112,15,No
982,25,Female,Mumbai,14,Active,UPI,3,Monthly,Yes,133,23,12,4,9,56,16,30,Desktop,4,4,0,No,227,5,No
983,27,Male,Bangalore,54,Active,UPI,15,Quarterly,No,10,53,27,18,7,55,45,20,Mobile,2,5,11,No,199,4,No
984,48,Female,Ahmedabad,25,Active,Credit/Debit Card,12,Quarterly,No,197,63,13,6,6,24,2,8,Mobile,2,4,12,No,493,10,Yes
985,24,Female,Ahmedabad,47,Active,Net Banking,12,Monthly,No,216,55,13,4,2,49,6,29,Desktop,2,4,1,Yes,17,7,Yes
986,36,Female,Bangalore,44,Active,Credit/Debit Card,11,Monthly,Yes,161,51,27,16,3,5,0,9,Mobile,5,1,5,No,45,12,No
987,53,Female,Kolkata,14,Active,UPI,8,Yearly,Yes,145,62,16,11,10,46,19,21,Mobile,3,5,3,No,462,3,No
988,31,Male,Chennai,14,Active,UPI,10,Yearly,No,228,59,1,15,5,43,33,22,Mobile,1,3,3,Yes,432,8,No
989,34,Female,Hyderabad,3,Active,UPI,1,Monthly,Yes,28,6,35,7,6,37,11,29,Mobile,4,1,15,No,467,15,No
990,44,Male,Chennai,34,Active,UPI,9,Monthly,Yes,105,39,12,19,9,25,3,23,Mobile,4,3,11,No,399,0,Yes
991,45,Male,Mumbai,36,Cancelled,Net Banking,5,Yearly,No,245,69,9,10,9,35,25,0,Mobile,3,0,15,No,194,14,No
992,32,Male,Ahmedabad,20,Cancelled,Credit/Debit Card,11,Yearly,Yes,95,38,40,8,6,24,43,6,Desktop,4,3,7,No,174,5,No
993,36,Female,Mumbai,17,Active,UPI,7,Monthly,Yes,243,61,40,12,8,38,21,14,Tablet,2,5,15,No,239,7,Yes
994,60,Male,Hyderabad,13,Active,Net Banking,1,Quarterly,Yes,19,47,21,8,6,36,2,3,Desktop,3,2,15,No,77,14,No
995,33,Female,Pune,29,Active,Credit/Debit Card,6,Quarterly,No,77,60,18,10,10,49,4,10,Mobile,3,5,7,Yes,25,4,No
996,31,Female,Bangalore,52,Cancelled,UPI,15,Monthly,Yes,227,69,14,5,5,57,29,9,Desktop,4,3,10,Yes,239,4,No
997,31,Male,Ahmedabad,25,Active,Net Banking,5,Monthly,No,235,60,4,10,8,16,43,15,Tablet,1,2,2,No,306,10,No
998,40,Female,Bangalore,5,Active,Credit/Debit Card,13,Yearly,No,211,10,34,6,4,16,22,24,Mobile,3,2,8,Yes,147,4,No
999,54,Female,Bangalore,59,Active,Credit/Debit Card,14,Monthly,No,292,31,36,6,1,52,23,5,Desktop,5,5,15,Yes,450,6,Yes
1000,21,Male,Kolkata,58,Active,UPI,10,Yearly,No,220,54,29,19,3,5,44,3,Mobile,5,1,7,Yes,217,6,Yes
